County,State,COUNTY_STATE,2019 County Designation,2018 County Designation,Specialty,2019 Distance (miles),2019 Time (minutes),2018 Distance (miles),2018 Time (minutes),Reason for Change,Time change,Distance change
Yauco,PR,"Yauco, PR",Micro,Metro,Speech Therapy,60,80,45,70,County Change,10,15
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Aibonito,PR,"Aibonito, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Anasco,PR,"Anasco, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Camuy,PR,"Camuy, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Cayey,PR,"Cayey, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Ceiba,PR,"Ceiba, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Ciales,PR,"Ciales, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Comerio,PR,"Comerio, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Corozal,PR,"Corozal, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Florida,PR,"Florida, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Guanica,PR,"Guanica, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Guayama,PR,"Guayama, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Hatillo,PR,"Hatillo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Isabela,PR,"Isabela, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Lajas,PR,"Lajas, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Lares,PR,"Lares, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Luquillo,PR,"Luquillo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Manati,PR,"Manati, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Maunabo,PR,"Maunabo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Moca,PR,"Moca, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Morovis,PR,"Morovis, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Naguabo,PR,"Naguabo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Orocovis,PR,"Orocovis, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Patillas,PR,"Patillas, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Penuelas,PR,"Penuelas, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Rincon,PR,"Rincon, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
San German,PR,"San German, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Utuado,PR,"Utuado, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Villalba,PR,"Villalba, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Yauco,PR,"Yauco, PR",Micro,Metro,Urology,45,60,30,45,County Change,15,15
Jackson,IL,"Jackson, IL",Micro,Metro,Orthopedic Surgery,35,50,25,40,County Change,10,10
Martin,KY,"Martin, KY",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Alpena,MI,"Alpena, MI",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
St. Louis City,MO,"St. Louis City, MO",Metro,Large Metro,Cardiology,20,30,10,20,County Change,10,10
St. Louis City,MO,"St. Louis City, MO",Metro,Large Metro,General Surgery,20,30,10,20,County Change,10,10
St. Louis City,MO,"St. Louis City, MO",Metro,Large Metro,Ophthalmology,20,30,10,20,County Change,10,10
St. Louis City,MO,"St. Louis City, MO",Metro,Large Metro,Orthopedic Surgery,20,30,10,20,County Change,10,10
Grenada,MS,"Grenada, MS",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Leflore,MS,"Leflore, MS",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Martin,NC,"Martin, NC",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Curry,NM,"Curry, NM",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Stephens,OK,"Stephens, OK",Rural,Micro,Primary Care,30,40,20,30,County Change,10,10
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Aibonito,PR,"Aibonito, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Anasco,PR,"Anasco, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Camuy,PR,"Camuy, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Cayey,PR,"Cayey, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Ceiba,PR,"Ceiba, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Ciales,PR,"Ciales, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Comerio,PR,"Comerio, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Corozal,PR,"Corozal, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Florida,PR,"Florida, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Guanica,PR,"Guanica, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Guayama,PR,"Guayama, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Hatillo,PR,"Hatillo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Isabela,PR,"Isabela, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Lajas,PR,"Lajas, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Lares,PR,"Lares, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Luquillo,PR,"Luquillo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Manati,PR,"Manati, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Maunabo,PR,"Maunabo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Moca,PR,"Moca, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Morovis,PR,"Morovis, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Naguabo,PR,"Naguabo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Orocovis,PR,"Orocovis, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Patillas,PR,"Patillas, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Penuelas,PR,"Penuelas, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Rincon,PR,"Rincon, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
San German,PR,"San German, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Utuado,PR,"Utuado, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Villalba,PR,"Villalba, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Yauco,PR,"Yauco, PR",Micro,Metro,Primary Care,20,30,10,15,County Change,15,10
Jackson,IL,"Jackson, IL",Micro,Metro,Primary Care,20,30,15,25,County Change,5,5
Christian,KY,"Christian, KY",Micro,Metro,Primary Care,20,30,15,25,County Change,5,5
Rapides,LA,"Rapides, LA",Micro,Metro,Primary Care,20,30,15,25,County Change,5,5
St. Louis City,MO,"St. Louis City, MO",Metro,Large Metro,Primary Care,10,15,5,10,County Change,5,5
Alpena,MI,"Alpena, MI",Rural,Micro,Neurosurgery,90,110,85,115,County Change,-5,5
Leflore,MS,"Leflore, MS",Rural,Micro,Endocrinology,90,110,85,115,County Change,-5,5
Leflore,MS,"Leflore, MS",Rural,Micro,Plastic Surgery,90,110,85,115,County Change,-5,5
Grenada,MS,"Grenada, MS",Rural,Micro,Rheumatology,90,110,85,115,County Change,-5,5
Isabela,PR,"Isabela, PR",Micro,Metro,Occupational Therapy,60,80,55,85,County Change,-5,5
Moca,PR,"Moca, PR",Micro,Metro,Occupational Therapy,60,80,55,85,County Change,-5,5
Rincon,PR,"Rincon, PR",Micro,Metro,Occupational Therapy,60,80,55,85,County Change,-5,5
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Speech Therapy,60,80,55,85,County Change,-5,5
Penuelas,PR,"Penuelas, PR",Micro,Metro,Speech Therapy,60,80,55,85,County Change,-5,5
Summit,CO,"Summit, CO",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Summit,CO,"Summit, CO",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Summit,CO,"Summit, CO",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Polk,MO,"Polk, MO",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Polk,MO,"Polk, MO",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Polk,MO,"Polk, MO",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
George,MS,"George, MS",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
George,MS,"George, MS",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
George,MS,"George, MS",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Medina,TX,"Medina, TX",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Rains,TX,"Rains, TX",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Medina,TX,"Medina, TX",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Rains,TX,"Rains, TX",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Medina,TX,"Medina, TX",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Rains,TX,"Rains, TX",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Iron,UT,"Iron, UT",Micro,Rural,Cardiac Catheterization Services,120,160,120,145,County Change,15,0
Iron,UT,"Iron, UT",Micro,Rural,Cardiac Surgery Program,120,160,120,145,County Change,15,0
Iron,UT,"Iron, UT",Micro,Rural,Critical Care Services/Intensive Care Units,120,160,120,145,County Change,15,0
Summit,CO,"Summit, CO",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Polk,MO,"Polk, MO",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
George,MS,"George, MS",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Medina,TX,"Medina, TX",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Rains,TX,"Rains, TX",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Iron,UT,"Iron, UT",Micro,Rural,Inpatient Psychiatric Facility Services,75,100,75,90,County Change,10,0
Summit,CO,"Summit, CO",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Summit,CO,"Summit, CO",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Polk,MO,"Polk, MO",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
George,MS,"George, MS",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
George,MS,"George, MS",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Trousdale,TN,"Trousdale, TN",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Medina,TX,"Medina, TX",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Rains,TX,"Rains, TX",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Acute Inpatient Hospitals,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Diagnostic Radiology,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Mammography,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Occupational Therapy,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Outpatient Dialysis,50,65,50,60,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Outpatient Infusion/Chemotherapy,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Physical Therapy,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Skilled Nursing Facilities,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Speech Therapy,60,80,60,75,County Change,5,0
Iron,UT,"Iron, UT",Micro,Rural,Surgical Services (Outpatient or ASC),60,80,60,75,County Change,5,0
Martin,KY,"Martin, KY",Rural,Micro,Acute Inpatient Hospitals,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Diagnostic Radiology,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Mammography,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Occupational Therapy,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Outpatient Infusion/Chemotherapy,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Physical Therapy,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Skilled Nursing Facilities,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Speech Therapy,60,75,60,80,County Change,-5,0
Martin,KY,"Martin, KY",Rural,Micro,Surgical Services (Outpatient or ASC),60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Acute Inpatient Hospitals,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Diagnostic Radiology,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Mammography,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Occupational Therapy,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Outpatient Infusion/Chemotherapy,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Physical Therapy,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Skilled Nursing Facilities,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Speech Therapy,60,75,60,80,County Change,-5,0
Alpena,MI,"Alpena, MI",Rural,Micro,Surgical Services (Outpatient or ASC),60,75,60,80,County Change,-5,0
Grenada,MS,"Grenada, MS",Rural,Micro,Acute Inpatient Hospitals,60,75,60,80,County Change,-5,0
Leflore,MS,"Leflore, MS",Rural,Micro,Acute Inpatient Hospitals,60,75,60,80,County Change,-5,0
Grenada,MS,"Grenada, MS",Rural,Micro,Diagnostic Radiology,60,75,60,80,County Change,-5,0
Leflore,MS,"Leflore, MS",Rural,Micro,Diagnostic Radiology,60,75,60,80,County Change,-5,0
Grenada,MS,"Grenada, MS",Rural,Micro,Mammography,60,75,60,80,County Change,-5,0
Leflore,MS,"Leflore, MS",Rural,Micro,Mammography,60,75,60,80,County Change,-5,0
Grenada,MS,"Grenada, MS",Rural,Micro,Occupational Therapy,60,75,60,80,County Change,-5,0
Leflore,MS,"Leflore, MS",Rural,Micro,Occupational Therapy,60,75,60,80,County Change,-5,0
Grenada,MS,"Grenada, MS",Rural,Micro,Outpatient Infusion/Chemotherapy,60,75,60,80,County Change,-5,0
Leflore,MS,"Leflore, MS",Rural,Micro,Outpatient Infusion/Chemotherapy,60,75,60,80,County Change,-5,0
